Rk,Player,salary,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
372,Frank Ntilikina,4855800,PG,21,NYK,57,26,20.8,2.3,5.8,0.393,0.8,2.4,0.321,1.5,3.4,0.444,0.459,0.9,1,0.864,0.4,1.7,2.1,3,0.9,0.3,1.2,2.5,6.3
278,Furkan Korkmaz,1620564,SG,22,PHI,72,12,21.7,3.4,7.8,0.43,2,4.9,0.402,1.4,2.9,0.478,0.557,1.1,1.4,0.755,0.3,2.1,2.3,1.1,0.6,0.2,0.8,1.4,9.8
202,Gary Harris,17839286,SG,25,DEN,56,55,31.8,3.9,9.3,0.42,1.3,3.8,0.333,2.6,5.5,0.479,0.487,1.3,1.6,0.815,0.5,2.4,2.9,2.1,1.4,0.3,1.1,2.1,10.4
399,Gary Payton II,1052909,SF,27,WAS,29,17,14.9,1.7,4,0.414,0.4,1.6,0.283,1.2,2.4,0.5,0.47,0.1,0.3,0.5,0.9,1.9,2.8,1.7,1.1,0.2,0.7,1.9,3.9
219,George Hill,9133907,PG,33,MIL,59,2,21.5,3.3,6.4,0.516,1.4,3,0.46,1.9,3.4,0.565,0.624,1.4,1.7,0.842,0.8,2.2,3,3.1,0.8,0.1,1,1.4,9.4
367,Georges Niang,1645357,PF,26,UTA,66,1,14,2.1,4.9,0.438,1.4,3.4,0.4,0.8,1.5,0.526,0.578,0.3,0.4,0.833,0.2,1.7,1.9,0.7,0.3,0.1,0.5,1.1,5.9
13,Giannis Antetokounmpo,25842697,PF,25,MIL,63,63,30.4,10.9,19.7,0.553,1.4,4.7,0.304,9.5,15,0.631,0.589,6.3,10,0.633,2.2,11.4,13.6,5.6,1,1,3.7,3.1,29.5
44,Goga Bitadze,2816760,C,20,IND,54,2,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2,0.4,0.2,0.7,0.5,1.2,3.2
139,Goran Dragić,19217900,PG,33,MIA,59,3,28.2,5.4,12.3,0.441,2.1,5.7,0.367,3.3,6.5,0.505,0.526,3.2,4.2,0.776,0.5,2.7,3.2,5.1,0.7,0.2,2.4,2.1,16.2
210,Gordon Hayward,32700690,SF,29,BOS,52,52,33.5,6.7,13.5,0.5,1.6,4.3,0.383,5.1,9.2,0.554,0.561,2.4,2.8,0.855,1.1,5.6,6.7,4.1,0.7,0.4,1.8,1.8,17.5
6,Grayson Allen,2429400,SG,24,MEM,38,0,18.9,3.1,6.6,0.466,1.5,3.7,0.404,1.6,2.9,0.545,0.58,1,1.2,0.867,0.2,2,2.2,1.4,0.3,0.1,0.9,1.4,8.7
130,Hamidou Diallo,1416852,SF,21,OKC,46,3,19.5,2.9,6.4,0.446,0.3,1.2,0.281,2.5,5.2,0.485,0.473,0.8,1.4,0.603,1,2.7,3.6,0.8,0.8,0.2,1.1,2.2,6.9
27,Harrison Barnes,24147727,PF,27,SAC,72,72,34.5,5.1,11,0.46,1.4,3.7,0.381,3.7,7.3,0.501,0.525,3,3.7,0.801,1.1,3.9,4.9,2.2,0.6,0.2,1.2,1.3,14.5
174,Harry Giles,2578800,C,21,SAC,46,17,14.5,3,5.5,0.554,0,0,0,3,5.4,0.558,0.554,0.8,1.1,0.776,0.9,3.2,4.1,1.3,0.5,0.4,1,2.6,6.9
309,Ian Mahinmi,15450051,C,33,WAS,38,35,21.3,2.7,5.5,0.495,0.1,0.7,0.192,2.6,4.8,0.538,0.507,1.8,3,0.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3,7.4
62,Ignas Brazdeikis,898310,SF,21,NYK,9,0,5.9,0.7,2.4,0.273,0.1,1,0.111,0.6,1.4,0.385,0.295,0.4,0.6,0.8,0.2,0.3,0.6,0.4,0,0.1,0.2,0.3,1.9
54,Isaac Bonga,1416842,SF,20,WAS,66,49,18.9,1.8,3.5,0.504,0.4,1.1,0.352,1.4,2.5,0.571,0.558,1,1.3,0.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5
207,Isaiah Hartenstein,1416852,C,21,HOU,23,2,11.6,1.9,2.9,0.657,0,0.2,0,1.9,2.7,0.71,0.657,0.8,1.2,0.679,1.3,2.7,3.9,0.8,0.4,0.5,0.7,1.8,4.7
26,J.J. Barea,1620564,PG,35,DAL,29,6,15.5,2.9,7.1,0.411,1.1,2.9,0.376,1.8,4.2,0.434,0.488,0.7,0.8,0.909,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7
349,Ja Morant,8730240,PG,20,MEM,67,67,31,6.7,14,0.477,0.9,2.7,0.335,5.8,11.3,0.511,0.509,3.6,4.6,0.776,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6,17.8
390,Jabari Parker,6500000,PF,24,ATL,32,23,26.2,6.2,12.3,0.504,1,3.6,0.27,5.2,8.7,0.601,0.543,1.7,2.3,0.736,1.7,4.3,6,1.8,1.3,0.5,1.9,2.9,15
118,Jae Crowder,7815533,SF,29,MEM,45,45,29.4,3.3,8.9,0.368,1.7,5.9,0.293,1.5,3,0.519,0.466,1.7,2.1,0.789,0.9,5.3,6.2,2.8,1,0.3,1.2,1.9,9.9
379,Jahlil Okafor,1702486,C,24,NOP,30,9,15.6,3.4,5.4,0.623,0,0.1,0.333,3.3,5.3,0.629,0.627,1.3,2.1,0.645,1.6,2.6,4.2,1.2,0.2,0.7,1.3,2.2,8.1
288,Jake Layman,3581986,SF,25,MIN,23,2,22,3.5,7.8,0.453,1,3.1,0.333,2.5,4.7,0.533,0.52,1,1.4,0.75,0.7,1.7,2.5,0.7,0.7,0.4,1,2,9.1
403,Jakob Poeltl,3754886,C,24,SAS,66,18,17.7,2.5,4,0.624,0,0,,2.5,4,0.624,0.624,0.6,1.3,0.465,2,3.7,5.7,1.8,0.6,1.4,0.8,1.9,5.6
76,Jalen Brunson,1416852,PG,23,DAL,57,16,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2,2.4,3.3,0.4,0.1,1.2,1.3,8.2
290,Jalen Lecque,898310,SG,19,PHO,5,0,6.4,0.8,2,0.4,0,0.8,0,0.8,1.2,0.667,0.4,0.4,0.4,1,0,0.4,0.4,0.4,0,0,0.4,0.6,2
325,Jalen McDaniels,898310,SF,22,CHO,16,0,18.3,2.1,4.4,0.471,0.6,1.5,0.375,1.5,2.9,0.522,0.536,0.9,1.1,0.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6
358,Jamal Murray,4444746,PG,22,DEN,59,59,32.3,6.9,15.2,0.456,1.9,5.5,0.346,5,9.7,0.519,0.519,2.8,3.1,0.881,0.8,3.2,4,4.8,1.1,0.3,2.2,1.7,18.5
147,James Ennis,1882867,SF,29,PHI,49,0,15.8,2,4.6,0.442,0.8,2.2,0.349,1.3,2.4,0.525,0.524,1,1.2,0.787,1,2.1,3.1,0.8,0.5,0.3,0.6,1.7,5.8
198,James Harden,38199000,SG,30,HOU,68,68,36.5,9.9,22.3,0.444,4.4,12.4,0.355,5.5,9.9,0.556,0.543,10.2,11.8,0.865,1,5.5,6.6,7.5,1.8,0.9,4.5,3.3,34.3
257,James Johnson,15349400,PF,32,MIA,18,0,15.6,2.2,4.8,0.448,0.9,2.5,0.356,1.3,2.3,0.548,0.54,0.4,0.8,0.571,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7
187,JaMychal Green,4767000,PF,29,LAC,63,1,20.7,2.4,5.6,0.429,1.5,3.8,0.387,0.9,1.8,0.518,0.56,0.6,0.8,0.75,1.2,4.9,6.2,0.8,0.5,0.4,0.9,2.8,6.8
141,Jared Dudley,1620564,PF,34,LAL,45,1,8.1,0.5,1.3,0.4,0.4,0.9,0.429,0.1,0.4,0.333,0.55,0,0,1,0.1,1,1.2,0.6,0.3,0.1,0.2,0.9,1.5
245,Jaren Jackson Jr.,6927480,C,20,MEM,57,57,28.5,6.2,13.2,0.469,2.5,6.5,0.394,3.6,6.8,0.54,0.565,2.4,3.3,0.747,1,3.6,4.6,1.4,0.7,1.6,1.7,4.1,17.4
7,Jarrett Allen,2376840,C,21,BRK,70,64,26.5,4.3,6.6,0.649,0,0.1,0,4.3,6.6,0.658,0.649,2.4,3.9,0.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,11.1
119,Jarrett Culver,5813640,SG,20,MIN,63,35,23.9,3.7,9,0.404,1,3.5,0.299,2.6,5.5,0.471,0.462,0.9,1.9,0.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2,9.2
327,JaVale McGee,4000000,C,32,LAL,68,68,16.6,2.9,4.5,0.637,0,0.1,0.5,2.8,4.4,0.64,0.642,0.8,1.2,0.646,1.8,3.9,5.7,0.5,0.5,1.4,0.8,2.3,6.6
188,Javonte Green,898310,SG,26,BOS,48,2,9.8,1.3,2.6,0.5,0.2,0.7,0.273,1.1,1.9,0.581,0.536,0.6,0.9,0.667,0.5,1.4,1.9,0.5,0.5,0.2,0.5,0.9,3.4
209,Jaxson Hayes,4862040,C,19,NOP,64,14,16.9,2.7,4,0.672,0,0.1,0.25,2.7,4,0.678,0.674,1.9,3,0.647,1.5,2.5,4,0.9,0.4,0.9,0.8,2.5,7.4
72,Jaylen Brown,6534829,SG,23,BOS,57,57,33.9,7.5,15.6,0.481,2.3,5.9,0.382,5.2,9.6,0.543,0.554,3.1,4.3,0.724,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3
371,Jaylen Nowell,1400000,SG,20,MIN,15,0,10.1,1.3,3.5,0.358,0.2,1.7,0.115,1.1,1.8,0.593,0.387,1.1,1.1,0.941,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8
189,Jeff Green,439475,C,33,HOU,18,2,22.6,4.7,8.3,0.564,1.6,4.4,0.354,3.1,3.9,0.8,0.658,1.3,1.6,0.857,0.6,2.3,2.9,1.7,0.8,0.5,0.8,2.4,12.2
182,Jerami Grant,9346153,PF,25,DEN,71,24,26.6,4.3,8.9,0.478,1.4,3.5,0.389,2.9,5.4,0.537,0.555,2.1,2.8,0.75,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2,12
284,Jeremy Lamb,10500000,SG,27,IND,46,42,28.1,4.7,10.4,0.451,1.2,3.4,0.335,3.5,7,0.508,0.506,2,2.4,0.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3,12.5
89,Jevon Carter,1416852,PG,24,PHO,58,2,16.3,1.7,4.2,0.416,1.1,2.5,0.425,0.7,1.7,0.402,0.543,0.4,0.5,0.852,0.5,1.5,2,1.4,0.8,0.3,0.6,1.5,4.9
82,Jimmy Butler,32742000,SF,30,MIA,58,58,33.8,5.9,13.1,0.455,0.5,2.1,0.244,5.4,11,0.495,0.474,7.6,9.1,0.834,1.8,4.8,6.7,6,1.8,0.6,2.2,1.4,19.9
203,Joe Harris,7666667,SF,28,BRK,69,69,30.8,5.5,11.4,0.486,2.5,5.9,0.424,3,5.5,0.553,0.596,0.9,1.3,0.719,0.9,3.4,4.3,2.1,0.6,0.2,1.5,2.3,14.5
239,Joe Ingles,11954546,PF,32,UTA,72,45,29.7,3.4,7.7,0.445,2,4.9,0.399,1.5,2.8,0.525,0.572,1,1.3,0.787,0.4,3.5,3.9,5.2,0.9,0.2,2,2.1,9.8
146,Joel Embiid,27504630,C,25,PHI,51,51,29.5,7.5,15.7,0.477,1.1,3.4,0.331,6.4,12.3,0.517,0.512,6.9,8.5,0.807,2.8,8.9,11.6,3,0.9,1.3,3.1,3.4,23
108,John Collins,2686560,PF,22,ATL,41,41,33.2,8.6,14.8,0.583,1.4,3.6,0.401,7.2,11.2,0.642,0.632,2.9,3.7,0.8,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6
211,John Henson,9732396,C,29,CLE,29,2,14.2,2.1,4.1,0.508,0.2,1.1,0.194,1.9,3.1,0.618,0.533,0.6,1.1,0.515,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,5
51,Jonah Bolden,1698450,C,24,PHI,4,0,3.5,0.5,0.8,0.667,0,0.3,0,0.5,0.5,1,0.667,0,0.5,0,0,0.3,0.3,0,0.3,0,0.5,1,1
242,Jonathan Isaac,5806440,PF,22,ORL,34,32,28.8,4.6,9.8,0.47,0.9,2.8,0.34,3.6,7,0.521,0.518,1.8,2.3,0.779,1.7,5.1,6.8,1.4,1.6,2.3,1.4,2.4,11.9
38,Jordan Bell,1620564,C,25,MIN,27,0,8.7,1.2,2.2,0.533,0.1,0.3,0.222,1.1,1.9,0.588,0.55,0.6,1.1,0.586,1,1.9,2.9,0.5,0.1,0.4,0.7,0.6,3.1
103,Jordan Clarkson,13437500,SG,27,CLE,29,0,23,5,11.2,0.442,2,5.5,0.371,2.9,5.8,0.509,0.532,2.6,3,0.884,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,14.6
406,Jordan Poole,1964760,SG,20,GSW,57,14,22.4,2.9,8.8,0.333,1.3,4.6,0.279,1.6,4.2,0.392,0.406,1.7,2.1,0.798,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8
206,Josh Hart,1655160,SF,24,NOP,65,16,27,3.5,8.2,0.423,1.9,5.4,0.342,1.6,2.7,0.584,0.537,1.3,1.8,0.739,0.9,5.6,6.5,1.7,1,0.4,1.2,2.5,10.1
246,Josh Jackson,7059480,SF,22,MEM,22,0,17.3,3.2,7.2,0.44,1,3.3,0.319,2.1,4,0.54,0.513,1.6,2.3,0.7,0.5,2.5,3,1.6,0.8,0.4,1.3,1.8,9
381,Josh Okogie,2530680,SG,21,MIN,62,28,25,2.7,6.4,0.427,0.7,2.5,0.266,2.1,3.9,0.529,0.479,2.5,3.1,0.796,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6
223,Jrue Holiday,26231111,SG,29,NOP,61,61,34.7,7.5,16.5,0.455,2,5.7,0.353,5.5,10.8,0.509,0.516,2.1,3,0.709,1.3,3.5,4.8,6.7,1.6,0.8,3,2.4,19.1
213,Juan Hernangómez,3321030,PF,24,DEN,34,0,12.4,1.1,3.2,0.345,0.4,1.8,0.25,0.7,1.5,0.46,0.414,0.5,0.7,0.64,0.7,2.1,2.8,0.6,0.1,0.1,0.5,0.9,3.1
224,Justin Holiday,4767000,SF,30,IND,73,6,25,2.8,6.7,0.428,1.8,4.5,0.405,1,2.1,0.477,0.566,0.7,0.9,0.791,0.4,2.8,3.3,1.3,1.2,0.6,0.6,1.9,8.3
247,Justin Jackson,3280920,PF,24,DAL,65,3,16.1,2.1,5.2,0.396,0.7,2.5,0.294,1.3,2.7,0.489,0.466,0.6,0.8,0.84,0.4,2,2.4,0.8,0.2,0.2,0.2,1.1,5.5
249,Justin James,898310,SF,23,SAC,36,0,6.4,1,2.3,0.417,0.3,0.8,0.31,0.7,1.5,0.473,0.47,0.3,0.6,0.476,0.2,0.7,0.9,0.5,0.2,0.3,0.2,0.5,2.5
395,Justin Patton,1620564,C,22,OKC,5,0,4.8,0.8,2,0.4,0.2,0.8,0.25,0.6,1.2,0.5,0.45,0,0,,0.2,0.8,1,0.4,0,0,0.4,0.8,1.8
374,Jusuf Nurkić,13125000,C,25,POR,8,8,31.6,6.8,13.6,0.495,0.3,1.3,0.2,6.5,12.4,0.525,0.505,3.9,4.4,0.886,2.9,7.4,10.3,4,1.4,2,2.4,4.9,17.6
350,Juwan Morgan,746054,PF,22,UTA,21,0,6.4,0.7,1.2,0.577,0.1,0.4,0.375,0.6,0.9,0.667,0.635,0.1,0.2,0.75,0.5,0.9,1.4,0.3,0,0.1,0.3,0.9,1.7
294,Kawhi Leonard,32742000,SF,28,LAC,57,57,32.4,9.3,19.9,0.47,2.2,5.7,0.378,7.2,14.2,0.506,0.524,6.2,7.1,0.886,0.9,6.1,7.1,4.9,1.8,0.6,2.6,2,27.1
258,Keldon Johnson,1950600,SF,20,SAS,17,1,17.7,3.1,5.2,0.596,0.8,1.3,0.591,2.4,3.9,0.597,0.669,2.1,2.6,0.795,0.6,2.8,3.4,0.9,0.8,0.1,0.8,1.6,9.1
384,Kelly Olynyk,12667885,C,28,MIA,67,9,19.4,2.7,5.9,0.462,1.4,3.5,0.406,1.3,2.4,0.543,0.582,1.3,1.5,0.86,0.7,3.9,4.6,1.7,0.7,0.3,1.1,2.6,8.2
387,Kelly Oubre Jr.,15625000,SF,24,PHO,56,55,34.5,6.7,14.8,0.452,1.9,5.5,0.352,4.7,9.3,0.511,0.517,3.4,4.4,0.78,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7
373,Kendrick Nunn,1416852,PG,24,MIA,67,67,29.3,6,13.6,0.439,2,5.8,0.35,3.9,7.8,0.505,0.514,1.3,1.5,0.85,0.3,2.4,2.7,3.3,0.8,0.2,1.7,2.3,15.3
85,Kentavious Caldwell-Pope,8089282,SG,26,LAL,69,26,25.5,3.4,7.3,0.467,1.3,3.5,0.385,2.1,3.9,0.541,0.558,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3
233,Kevin Huerter,2636280,SG,21,ATL,56,48,31.4,4.5,10.9,0.413,2.3,6,0.38,2.2,4.9,0.453,0.517,0.9,1.1,0.828,0.6,3.4,4.1,3.8,0.9,0.5,1.6,2.5,12.2
276,Kevin Knox,4380120,SF,20,NYK,65,4,17.9,2.2,6.2,0.359,1,3.1,0.327,1.2,3.1,0.391,0.44,1,1.6,0.653,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6,6.4
302,Kevin Love,28942830,PF,31,CLE,56,56,31.8,5.8,13,0.45,2.6,7,0.374,3.2,6,0.537,0.55,3.3,3.9,0.854,1,8.8,9.8,3.2,0.6,0.3,2.5,1.6,17.6
407,Kevin Porter Jr.,1290960,SF,19,CLE,50,3,23.2,3.7,8.4,0.442,1.1,3.2,0.335,2.7,5.3,0.506,0.505,1.5,2,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10
299,Kevon Looney,4464226,C,23,GSW,20,4,13.1,1.5,4,0.367,0.1,0.7,0.071,1.4,3.3,0.431,0.373,0.5,0.6,0.75,1.4,1.9,3.3,1,0.6,0.3,0.6,1.7,3.4
43,Khem Birch,3000000,C,27,ORL,48,24,19.2,1.5,3,0.51,0,0,0,1.5,3,0.514,0.51,1.4,2.1,0.653,1.9,2.7,4.6,1,0.4,0.5,0.6,1.9,4.4
336,Khris Middleton,30603448,SF,28,MIL,62,59,29.9,7.6,15.3,0.497,2.4,5.7,0.415,5.2,9.6,0.546,0.575,3.4,3.7,0.916,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3,20.9
142,Kris Dunn,5348007,PG,25,CHI,51,32,24.9,3,6.7,0.444,0.6,2.2,0.259,2.4,4.5,0.535,0.487,0.8,1.1,0.741,0.5,3.2,3.6,3.4,2,0.3,1.3,3.1,7.3
58,Ky Bowman,350189,PG,22,GSW,45,12,22.6,3,7.1,0.417,0.7,2.4,0.308,2.2,4.8,0.472,0.469,0.8,0.9,0.829,0.5,2.2,2.7,2.9,1,0.2,1.6,2.3,7.4
11,Kyle Anderson,9073050,SF,26,MEM,67,28,19.9,2.3,4.9,0.474,0.4,1.3,0.282,2,3.7,0.541,0.511,0.8,1.2,0.667,0.9,3.4,4.3,2.4,0.8,0.6,1,1.7,5.8
280,Kyle Korver,1620564,SF,38,MIL,58,1,16.6,2.2,5.1,0.43,1.7,4.1,0.418,0.5,1,0.482,0.599,0.6,0.7,0.854,0.3,1.8,2.1,1.2,0.4,0.2,0.8,1.3,6.7
282,Kyle Kuzma,1974600,PF,24,LAL,61,9,25,4.8,11,0.436,1.4,4.5,0.316,3.4,6.5,0.518,0.5,1.9,2.5,0.735,0.9,3.6,4.5,1.3,0.5,0.4,1.5,2.1,12.8
303,Kyle Lowry,34996296,PG,33,TOR,58,58,36.2,5.8,13.8,0.416,2.8,8,0.352,2.9,5.8,0.504,0.518,5.1,5.9,0.857,0.6,4.5,5,7.5,1.4,0.4,3.1,3.3,19.4
377,Kyle O'Quinn,1620564,C,29,PHI,29,2,10.8,1.4,2.9,0.494,0.2,0.9,0.259,1.2,2,0.603,0.535,0.4,0.7,0.55,1.2,2.8,4,1.8,0.2,0.8,0.7,1.3,3.5
241,Kyrie Irving,31742000,PG,27,BRK,20,20,32.9,10,20.8,0.478,2.8,7.1,0.394,7.2,13.7,0.522,0.546,4.7,5.1,0.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4
382,KZ Okpala,898310,PF,20,MIA,5,0,5.2,0.6,1,0.6,0,0.2,0,0.6,0.8,0.75,0.6,0.2,0.4,0.5,0.2,0.8,1,0.2,0.4,0.2,0.2,0.4,1.4
3,LaMarcus Aldridge,26000000,C,34,SAS,53,53,33.1,7.4,15,0.493,1.2,3,0.389,6.2,12,0.519,0.532,3,3.6,0.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9
168,Langston Galloway,7333333,SG,28,DET,66,6,25.8,3.6,8.2,0.435,2,5,0.399,1.6,3.2,0.493,0.557,1.1,1.3,0.859,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,10.3
363,Larry Nance Jr.,12727273,PF,27,CLE,56,10,26.3,4.1,7.7,0.531,1,2.8,0.352,3.1,4.9,0.636,0.596,0.9,1.3,0.676,1.9,5.4,7.3,2.2,1,0.4,1.1,1.6,10.1
313,Lauri Markkanen,5300400,PF,22,CHI,50,50,29.8,5,11.8,0.425,2.2,6.3,0.344,2.8,5.5,0.518,0.517,2.5,3.1,0.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7
250,LeBron James,37436858,PG,35,LAL,67,67,34.6,9.6,19.4,0.493,2.2,6.3,0.348,7.4,13.1,0.564,0.55,3.9,5.7,0.693,1,6.9,7.8,10.2,1.2,0.5,3.9,1.8,25.3
24,Lonzo Ball,8719320,PG,22,NOP,63,54,32.1,4.4,10.9,0.403,2.3,6.3,0.375,2,4.6,0.442,0.511,0.7,1.2,0.566,1.1,5,6.1,7,1.4,0.6,3.1,2,11.8
321,Luc Mbah a Moute,4320500,PF,33,HOU,3,0,8.3,0.7,1.7,0.4,0,0.7,0,0.7,1,0.667,0.4,0.3,0.7,0.5,0.3,0.3,0.7,0,0.7,0,0.3,0,1.7
135,Luguentz Dort,155647,SF,20,OKC,36,28,22.8,2.4,6.1,0.394,0.8,2.8,0.297,1.6,3.3,0.479,0.463,1.2,1.5,0.792,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7,6.8
134,Luka Dončić,7683360,PG,20,DAL,61,61,33.6,9.5,20.6,0.463,2.8,8.9,0.316,6.7,11.7,0.574,0.531,7,9.2,0.758,1.3,8.1,9.4,8.8,1,0.2,4.3,2.5,28.8
270,Luke Kennard,3827160,SG,23,DET,28,25,32.9,5.4,12.2,0.442,2.6,6.5,0.399,2.8,5.7,0.491,0.548,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
279,Luke Kornet,2250000,C,24,CHI,36,14,15.5,2.3,5.2,0.439,0.9,3,0.287,1.4,2.2,0.646,0.521,0.6,0.8,0.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6
68,Malcolm Brogdon,20000000,PG,27,IND,54,54,30.9,6,13.8,0.438,1.4,4.3,0.326,4.6,9.5,0.488,0.489,3.1,3.4,0.892,0.9,4,4.9,7.1,0.6,0.2,2.4,1.8,16.5
339,Malcolm Miller,1588231,SF,26,TOR,28,1,5.8,0.4,1,0.414,0.3,0.8,0.364,0.1,0.3,0.571,0.552,0.1,0.3,0.375,0.1,0.5,0.6,0.4,0.2,0.1,0.1,0.6,1.3
346,Malik Monk,4028400,SG,21,CHO,55,1,21.3,3.9,8.9,0.434,1.1,3.7,0.284,2.8,5.2,0.542,0.494,1.5,1.8,0.82,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3
170,Marc Gasol,25595700,C,35,TOR,44,43,26.4,2.7,6.3,0.427,1.3,3.4,0.385,1.4,3,0.473,0.529,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5
37,Marco Belinelli,5846154,SG,33,SAS,57,0,15.5,2.2,5.5,0.392,1.2,3.1,0.376,1,2.4,0.412,0.498,0.8,1,0.828,0.1,1.6,1.7,1.2,0.2,0,0.3,0.8,6.3
351,Marcus Morris,15000000,PF,30,LAC,19,19,28.9,3.9,9.2,0.425,1.4,4.4,0.31,2.5,4.7,0.533,0.5,0.9,1.2,0.818,0.6,3.5,4.1,1.4,0.7,0.7,1.3,2.7,10.1
217,Mario Hezonja,1737145,PF,24,POR,53,4,16.4,1.7,4.1,0.422,0.5,1.5,0.308,1.3,2.6,0.486,0.477,0.9,1.1,0.814,0.6,2.9,3.5,0.9,0.7,0.2,0.8,2,4.8
164,Markelle Fultz,9745200,PG,21,ORL,72,60,27.7,5,10.7,0.465,0.5,1.9,0.267,4.5,8.8,0.507,0.488,1.6,2.2,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2,2,12.1
